provider_name,program_name,title,level_or_modality,modality,address,barrio,locality,contact,phone,website,schedule,duration,enrollment_period,notes,unit,lat,lon,maps_url,address_kmz,geo_source
"Centro de Formación 
Profesional N°406",Administración y Conducción de RRHH,,Curso,,Av. Ricardo Balbín 1985,,San Martín,,Tel.: 4754 4909 / 4753 5751,https://cfp406.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Ricardo+Balb%C3%ADn+1985,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°406",Administrativo,,Curso,,Av. Ricardo Balbín 1985,,San Martín,,Tel.: 4754 4909 / 4753 5751,https://cfp406.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Ricardo+Balb%C3%ADn+1985,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°406",Auxiliar en Marketing de Productos,,Curso,,Av. Ricardo Balbín 1985,,San Martín,,Tel.: 4754 4909 / 4753 5751,https://cfp406.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Ricardo+Balb%C3%ADn+1985,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°406",Auxiliar en Marketing de Servicios,,Curso,,Av. Ricardo Balbín 1985,,San Martín,,Tel.: 4754 4909 / 4753 5751,https://cfp406.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Ricardo+Balb%C3%ADn+1985,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°406",Cajera/o de Súper e Hipermercado,,Curso,,Av. Ricardo Balbín 1985,,San Martín,,Tel.: 4754 4909 / 4753 5751,https://cfp406.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Ricardo+Balb%C3%ADn+1985,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°406",Circuitos Eléctricos y Mediciones,,Curso,,Av. Ricardo Balbín 1985,,San Martín,,Tel.: 4754 4909 / 4753 5751,https://cfp406.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Ricardo+Balb%C3%ADn+1985,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°406",Habilidades Digitales,,Curso,,Av. Ricardo Balbín 1985,,San Martín,,Tel.: 4754 4909 / 4753 5751,https://cfp406.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Ricardo+Balb%C3%ADn+1985,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°406",Habilidades para emprender,,Curso,,Av. Ricardo Balbín 1985,,San Martín,,Tel.: 4754 4909 / 4753 5751,https://cfp406.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Ricardo+Balb%C3%ADn+1985,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°406",Liquidador de Sueldos,,Curso,,Av. Ricardo Balbín 1985,,San Martín,,Tel.: 4754 4909 / 4753 5751,https://cfp406.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Ricardo+Balb%C3%ADn+1985,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°406",Mantenimiento e Instalación de Redes,,Curso,,Av. Ricardo Balbín 1985,,San Martín,,Tel.: 4754 4909 / 4753 5751,https://cfp406.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Ricardo+Balb%C3%ADn+1985,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°406",Montador Electricista Domiciliario,,Curso,,Av. Ricardo Balbín 1985,,San Martín,,Tel.: 4754 4909 / 4753 5751,https://cfp406.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Ricardo+Balb%C3%ADn+1985,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°406",Operador de Herramientas de,,Curso,,Av. Ricardo Balbín 1985,,San Martín,,Tel.: 4754 4909 / 4753 5751,https://cfp406.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Ricardo+Balb%C3%ADn+1985,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°406",Programador de Sistemas Informáticos,,Curso,,Av. Ricardo Balbín 1985,,San Martín,,Tel.: 4754 4909 / 4753 5751,https://cfp406.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Ricardo+Balb%C3%ADn+1985,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°406",Relaciones Públicas,,Curso,,Av. Ricardo Balbín 1985,,San Martín,,Tel.: 4754 4909 / 4753 5751,https://cfp406.com.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Ricardo+Balb%C3%ADn+1985,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°408",Cocinera/o,,Curso,,"de Mayo 8171, José León Suárez",,San Martín,cfp408sanmartin@abc.gob.ar,Tel.: 4843 5210,,,,,,,,,https://www.google.com/maps/search/?api=1&query=de+Mayo+8171%2C+Jos%C3%A9+Le%C3%B3n+Su%C3%A1rez,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°408",Maestra/o Pizzero y Rotisero,,Curso,,"de Mayo 8171, José León Suárez",,San Martín,cfp408sanmartin@abc.gob.ar,Tel.: 4843 5210,,,,,,,,,https://www.google.com/maps/search/?api=1&query=de+Mayo+8171%2C+Jos%C3%A9+Le%C3%B3n+Su%C3%A1rez,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°408",Mecánica de Ciclomotores,,Curso,,"de Mayo 8171, José León Suárez",,San Martín,cfp408sanmartin@abc.gob.ar,Tel.: 4843 5210,,,,,,,,,https://www.google.com/maps/search/?api=1&query=de+Mayo+8171%2C+Jos%C3%A9+Le%C3%B3n+Su%C3%A1rez,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°408",Montador Electricista Domiciliario,,Curso,,"de Mayo 8171, José León Suárez",,San Martín,cfp408sanmartin@abc.gob.ar,Tel.: 4843 5210,,,,,,,,,https://www.google.com/maps/search/?api=1&query=de+Mayo+8171%2C+Jos%C3%A9+Le%C3%B3n+Su%C3%A1rez,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°408",Mozo Básico,,Curso,,"de Mayo 8171, José León Suárez",,San Martín,cfp408sanmartin@abc.gob.ar,Tel.: 4843 5210,,,,,,,,,https://www.google.com/maps/search/?api=1&query=de+Mayo+8171%2C+Jos%C3%A9+Le%C3%B3n+Su%C3%A1rez,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°408",Reparación de Electrodomésticos,,Curso,,"de Mayo 8171, José León Suárez",,San Martín,cfp408sanmartin@abc.gob.ar,Tel.: 4843 5210,,,,,,,,,https://www.google.com/maps/search/?api=1&query=de+Mayo+8171%2C+Jos%C3%A9+Le%C3%B3n+Su%C3%A1rez,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación Profesional 
407",Comunicador/a para Organizaciones,,Curso,,"cfp407sanmartin@gmail.comAdministración
y Comercialización
• Habilidades para Emprender
Comunicación Social
• Comunicador/a para Organizaciones 
Sociales
• Relaciones Laborales y Género
Construcciones
• Techista
Electromecánica
• Reparador/a de Electrodomésticos
Estética Personal
• Peluquera/o
Industria Gráfica
• Práctico en Serigrafía
Textil e Indumentaria
• Diseño Textil en Estampas",,San Martín,cfp407sanmartin@gmail.comAdministración,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=cfp407sanmartin%40gmail.comAdministraci%C3%B3n%0Ay+Comercializaci%C3%B3n%0A%E2%80%A2+Habilidades+para+Emprender%0AComunicaci%C3%B3n+Social%0A%E2%80%A2+Comunicador%2Fa+para+Organizaciones+%0ASociales%0A%E2%80%A2+Relaciones+Laborales+y+G%C3%A9nero%0AConstrucciones%0A%E2%80%A2+Techista%0AElectromec%C3%A1nica%0A%E2%80%A2+Reparador%2Fa+de+Electrodom%C3%A9sticos%0AEst%C3%A9tica+Personal%0A%E2%80%A2+Peluquera%2Fo%0AIndustria+Gr%C3%A1fica%0A%E2%80%A2+Pr%C3%A1ctico+en+Serigraf%C3%ADa%0ATextil+e+Indumentaria%0A%E2%80%A2+Dise%C3%B1o+Textil+en+Estampas,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación Profesional 
407",Diseño Textil en Estampas,,Curso,,"cfp407sanmartin@gmail.comAdministración
y Comercialización
• Habilidades para Emprender
Comunicación Social
• Comunicador/a para Organizaciones 
Sociales
• Relaciones Laborales y Género
Construcciones
• Techista
Electromecánica
• Reparador/a de Electrodomésticos
Estética Personal
• Peluquera/o
Industria Gráfica
• Práctico en Serigrafía
Textil e Indumentaria
• Diseño Textil en Estampas",,San Martín,cfp407sanmartin@gmail.comAdministración,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=cfp407sanmartin%40gmail.comAdministraci%C3%B3n%0Ay+Comercializaci%C3%B3n%0A%E2%80%A2+Habilidades+para+Emprender%0AComunicaci%C3%B3n+Social%0A%E2%80%A2+Comunicador%2Fa+para+Organizaciones+%0ASociales%0A%E2%80%A2+Relaciones+Laborales+y+G%C3%A9nero%0AConstrucciones%0A%E2%80%A2+Techista%0AElectromec%C3%A1nica%0A%E2%80%A2+Reparador%2Fa+de+Electrodom%C3%A9sticos%0AEst%C3%A9tica+Personal%0A%E2%80%A2+Peluquera%2Fo%0AIndustria+Gr%C3%A1fica%0A%E2%80%A2+Pr%C3%A1ctico+en+Serigraf%C3%ADa%0ATextil+e+Indumentaria%0A%E2%80%A2+Dise%C3%B1o+Textil+en+Estampas,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación Profesional 
407",Habilidades para Emprender,,Curso,,"cfp407sanmartin@gmail.comAdministración
y Comercialización
• Habilidades para Emprender
Comunicación Social
• Comunicador/a para Organizaciones 
Sociales
• Relaciones Laborales y Género
Construcciones
• Techista
Electromecánica
• Reparador/a de Electrodomésticos
Estética Personal
• Peluquera/o
Industria Gráfica
• Práctico en Serigrafía
Textil e Indumentaria
• Diseño Textil en Estampas",,San Martín,cfp407sanmartin@gmail.comAdministración,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=cfp407sanmartin%40gmail.comAdministraci%C3%B3n%0Ay+Comercializaci%C3%B3n%0A%E2%80%A2+Habilidades+para+Emprender%0AComunicaci%C3%B3n+Social%0A%E2%80%A2+Comunicador%2Fa+para+Organizaciones+%0ASociales%0A%E2%80%A2+Relaciones+Laborales+y+G%C3%A9nero%0AConstrucciones%0A%E2%80%A2+Techista%0AElectromec%C3%A1nica%0A%E2%80%A2+Reparador%2Fa+de+Electrodom%C3%A9sticos%0AEst%C3%A9tica+Personal%0A%E2%80%A2+Peluquera%2Fo%0AIndustria+Gr%C3%A1fica%0A%E2%80%A2+Pr%C3%A1ctico+en+Serigraf%C3%ADa%0ATextil+e+Indumentaria%0A%E2%80%A2+Dise%C3%B1o+Textil+en+Estampas,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación Profesional 
407",Peluquera/o,,Curso,,"cfp407sanmartin@gmail.comAdministración
y Comercialización
• Habilidades para Emprender
Comunicación Social
• Comunicador/a para Organizaciones 
Sociales
• Relaciones Laborales y Género
Construcciones
• Techista
Electromecánica
• Reparador/a de Electrodomésticos
Estética Personal
• Peluquera/o
Industria Gráfica
• Práctico en Serigrafía
Textil e Indumentaria
• Diseño Textil en Estampas",,San Martín,cfp407sanmartin@gmail.comAdministración,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=cfp407sanmartin%40gmail.comAdministraci%C3%B3n%0Ay+Comercializaci%C3%B3n%0A%E2%80%A2+Habilidades+para+Emprender%0AComunicaci%C3%B3n+Social%0A%E2%80%A2+Comunicador%2Fa+para+Organizaciones+%0ASociales%0A%E2%80%A2+Relaciones+Laborales+y+G%C3%A9nero%0AConstrucciones%0A%E2%80%A2+Techista%0AElectromec%C3%A1nica%0A%E2%80%A2+Reparador%2Fa+de+Electrodom%C3%A9sticos%0AEst%C3%A9tica+Personal%0A%E2%80%A2+Peluquera%2Fo%0AIndustria+Gr%C3%A1fica%0A%E2%80%A2+Pr%C3%A1ctico+en+Serigraf%C3%ADa%0ATextil+e+Indumentaria%0A%E2%80%A2+Dise%C3%B1o+Textil+en+Estampas,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación Profesional 
407",Práctico en Serigrafía,,Curso,,"cfp407sanmartin@gmail.comAdministración
y Comercialización
• Habilidades para Emprender
Comunicación Social
• Comunicador/a para Organizaciones 
Sociales
• Relaciones Laborales y Género
Construcciones
• Techista
Electromecánica
• Reparador/a de Electrodomésticos
Estética Personal
• Peluquera/o
Industria Gráfica
• Práctico en Serigrafía
Textil e Indumentaria
• Diseño Textil en Estampas",,San Martín,cfp407sanmartin@gmail.comAdministración,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=cfp407sanmartin%40gmail.comAdministraci%C3%B3n%0Ay+Comercializaci%C3%B3n%0A%E2%80%A2+Habilidades+para+Emprender%0AComunicaci%C3%B3n+Social%0A%E2%80%A2+Comunicador%2Fa+para+Organizaciones+%0ASociales%0A%E2%80%A2+Relaciones+Laborales+y+G%C3%A9nero%0AConstrucciones%0A%E2%80%A2+Techista%0AElectromec%C3%A1nica%0A%E2%80%A2+Reparador%2Fa+de+Electrodom%C3%A9sticos%0AEst%C3%A9tica+Personal%0A%E2%80%A2+Peluquera%2Fo%0AIndustria+Gr%C3%A1fica%0A%E2%80%A2+Pr%C3%A1ctico+en+Serigraf%C3%ADa%0ATextil+e+Indumentaria%0A%E2%80%A2+Dise%C3%B1o+Textil+en+Estampas,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
